"","old_code","old_scientificName","old_UpdateStatus","ScientificNameAuthorCoL","TaxonomicStatus","new_canonicalName","new_authorship","new_code","new_scientificName","new_UpdateStatus","ruleApplied","new_classification"
"93","A564","Sterna fuscata","Deletion","Onychoprion fuscatus fuscatus (Linnaeus, 1766)","Synonym","Onychoprion fuscatus","Linnaeus, 1766","A882","Onychoprion fuscatus fuscatus","Addition","Synonym - Addition","SUBSPECIES:Onychoprion fuscatus fuscatus (Linnaeus, 1766)|SPECIES:Onychoprion fuscatus (Linnaeus, 1766)|GENUS:Onychoprion Wagler, 1832|FAMILY:Laridae|ORDER:Charadriiformes|CLASS:Aves|MEGACLASS:Tetrapoda|PARVPHYLUM:Osteichthyes|INFRAPHYLUM:Gnathostomata|SUBPHYLUM:Vertebrata|PHYLUM:Chordata|KINGDOM:Animalia|UNRANKED:Biota"
"94","A565","Coccyzus americanus","Deletion","Coccyzus americanus (Linnaeus, 1758)","Accepted","not available","not available","not found in Natura2000 List","not available","not available","Accepted - not available","not available"
"95","A566","Galerida malabarica","Deletion","Galerida malabarica (Scopoli, 1786)","Accepted","not available","not available","not found in Natura2000 List","not available","not available","Accepted - not available","not available"
"96","A567","Phoenicurus torquata","Deletion","","Unresolved","not available","not available","not found in Natura2000 List","not available","not available","Unresolved - not available","not available"
"97","A568","Estrilda astrild","Deletion","Estrilda astrild (Linnaeus, 1758)","Accepted","not available","not available","not found in Natura2000 List","not available","not available","Accepted - not available","not available"
"98","A602","Sterna bengalensis","Deletion","Thalasseus bengalensis bengalensis (R. Lesson, 1831)","Synonym","Thalasseus bengalensis","R. Lesson, 1831","A883","Thalasseus bengalensis bengalensis","Addition","Synonym - Addition","SUBSPECIES:Thalasseus bengalensis bengalensis (R. Lesson, 1831)|SPECIES:Thalasseus bengalensis (R. Lesson, 1831)|GENUS:Thalasseus F. Boie, 1822|FAMILY:Laridae|ORDER:Charadriiformes|CLASS:Aves|MEGACLASS:Tetrapoda|PARVPHYLUM:Osteichthyes|INFRAPHYLUM:Gnathostomata|SUBPHYLUM:Vertebrata|PHYLUM:Chordata|KINGDOM:Animalia|UNRANKED:Biota"
"99","A606","Chettusia gregaria","Deletion","","Unresolved","not available","not available","not found in Natura2000 List","not available","not available","Unresolved - not available","not available"
"100","A611","Luscinia svecica namnetum","Deletion","Luscinia svecica namnetum Mayaud, 1934","Accepted","not available","not available","not found in Natura2000 List","not available","not available","Accepted - not available","not available"
"101","A624","Chettusia leucura","Deletion","","Unresolved","not available","not available","not found in Natura2000 List","not available","not available","Unresolved - not available","not available"
"102","A625","Glareola pratincola pratincola","Deletion","Glareola pratincola pratincola (Linnaeus, 1766)","Accepted","Glareola pratincola","(Linnaeus, 1766)","A135","Glareola pratincola pratincola","Remains","Accepted - Remains","SPECIES:Glareola pratincola (Linnaeus, 1766)|GENUS:Glareola Brisson, 1760|FAMILY:Glareolidae Brehm, 1831|ORDER:Charadriiformes|CLASS:Aves|MEGACLASS:Tetrapoda|PARVPHYLUM:Osteichthyes|INFRAPHYLUM:Gnathostomata|SUBPHYLUM:Vertebrata|PHYLUM:Chordata|KINGDOM:Animalia|UNRANKED:Biota"
"103","A626","Lagopus mutus mutus","Deletion","Lagopus muta muta (Montin, 1781)","Accepted","Lagopus muta","(Montin, 1781)","A839","Lagopus muta muta","Addition","Accepted - Addition","SPECIES:Lagopus muta (Montin, 1781)|GENUS:Lagopus Brisson, 1760|FAMILY:Phasianidae|ORDER:Galliformes|CLASS:Aves|MEGACLASS:Tetrapoda|PARVPHYLUM:Osteichthyes|INFRAPHYLUM:Gnathostomata|SUBPHYLUM:Vertebrata|PHYLUM:Chordata|KINGDOM:Animalia|UNRANKED:Biota"
"104","A628","Lagopus mutus millaisi","Deletion","Lagopus muta millaisi E. Hartert, 1923","Accepted","not available","not available","not found in Natura2000 List","not available","not available","Accepted - not available","not available"
"105","A630","Oceanodroma monteiroi","Deletion","Oceanodroma monteiroi A. L. Smith, 2008","Accepted","not available","not available","not found in Natura2000 List","not available","not available","Accepted - not available","not available"
"106","A632","Pluvialis apricaria apricaria","Deletion","Pluvialis apricaria (Linnaeus, 1758)","Synonym","Pluvialis apricaria","(Linnaeus, 1758)","A140","Pluvialis apricaria","Remains","Synonym - Remains","SPECIES:Pluvialis apricaria (Linnaeus, 1758)|GENUS:Pluvialis Brisson, 1760|FAMILY:Charadriidae Leach, 1820|ORDER:Charadriiformes|CLASS:Aves|MEGACLASS:Tetrapoda|PARVPHYLUM:Osteichthyes|INFRAPHYLUM:Gnathostomata|SUBPHYLUM:Vertebrata|PHYLUM:Chordata|KINGDOM:Animalia|UNRANKED:Biota"
"107","A636","Fringilla teydea teydea","Deletion","Fringilla teydea teydea Webb, Berthelot & Moquin-Tandon, 1836","Accepted","Fringilla teydea","Webb, Berthelot & Moquin-Tandon, 1836","A486","Fringilla teydea teydea","Addition","Accepted - Addition","SPECIES:Fringilla teydea Webb, Berthelot & Moquin-Tandon, 1836|GENUS:Fringilla Linnaeus, 1758|FAMILY:Fringillidae Leach, 1820|ORDER:Passeriformes|CLASS:Aves|MEGACLASS:Tetrapoda|PARVPHYLUM:Osteichthyes|INFRAPHYLUM:Gnathostomata|SUBPHYLUM:Vertebrata|PHYLUM:Chordata|KINGDOM:Animalia|UNRANKED:Biota"
"108","A637","Certhia brachydactyla","Deletion","Certhia brachydactyla C. L. Brehm, 1820","Accepted","not available","not available","not found in Natura2000 List","not available","not available","Accepted - not available","not available"
"109","A638","Grus grus","Deletion","Grus grus (Linnaeus, 1758)","Accepted","Grus grus","(Linnaeus, 1758)","A127","Grus grus","Remains","Accepted - Remains","GENUS:Grus Brisson, 1760|SUBFAMILY:Gruinae|FAMILY:Gruidae|ORDER:Gruiformes|CLASS:Aves|MEGACLASS:Tetrapoda|PARVPHYLUM:Osteichthyes|INFRAPHYLUM:Gnathostomata|SUBPHYLUM:Vertebrata|PHYLUM:Chordata|KINGDOM:Animalia|UNRANKED:Biota"
"110","A643","Fringilla teydea polatzeki","Deletion","Fringilla teydea polatzeki Hartert, 1905","Accepted","Fringilla teydea","Hartert, 1905","A486","Fringilla teydea polatzeki","Addition","Accepted - Addition","SPECIES:Fringilla teydea Webb, Berthelot & Moquin-Tandon, 1836|GENUS:Fringilla Linnaeus, 1758|FAMILY:Fringillidae Leach, 1820|ORDER:Passeriformes|CLASS:Aves|MEGACLASS:Tetrapoda|PARVPHYLUM:Osteichthyes|INFRAPHYLUM:Gnathostomata|SUBPHYLUM:Vertebrata|PHYLUM:Chordata|KINGDOM:Animalia|UNRANKED:Biota"
"111","A644","Perdix perdix","Deletion","Perdix perdix (Linnaeus, 1758)","Accepted","Perdix perdix","(Linnaeus, 1758)","A112","Perdix perdix","Remains","Accepted - Remains","GENUS:Perdix Brisson, 1760|FAMILY:Phasianidae|ORDER:Galliformes|CLASS:Aves|MEGACLASS:Tetrapoda|PARVPHYLUM:Osteichthyes|INFRAPHYLUM:Gnathostomata|SUBPHYLUM:Vertebrata|PHYLUM:Chordata|KINGDOM:Animalia|UNRANKED:Biota"
"112","A645","Sylvia undata undata","Deletion","Sylvia undata undata (Boddaert, 1783)","Accepted","Sylvia undata","(Boddaert, 1783)","A302","Sylvia undata undata","Remains","Accepted - Remains","SPECIES:Sylvia undata (Boddaert, 1783)|GENUS:Sylvia Scopoli, 1769|FAMILY:Sylviidae Leach, 1820|ORDER:Passeriformes|CLASS:Aves|MEGACLASS:Tetrapoda|PARVPHYLUM:Osteichthyes|INFRAPHYLUM:Gnathostomata|SUBPHYLUM:Vertebrata|PHYLUM:Chordata|KINGDOM:Animalia|UNRANKED:Biota"
"113","A646","Sylvia undata dartfordiensis","Deletion","Sylvia undata dartfordiensis Latham, 1787","Accepted","Sylvia undata","Latham, 1787","A302","Sylvia undata dartfordiensis","Remains","Accepted - Remains","SPECIES:Sylvia undata (Boddaert, 1783)|GENUS:Sylvia Scopoli, 1769|FAMILY:Sylviidae Leach, 1820|ORDER:Passeriformes|CLASS:Aves|MEGACLASS:Tetrapoda|PARVPHYLUM:Osteichthyes|INFRAPHYLUM:Gnathostomata|SUBPHYLUM:Vertebrata|PHYLUM:Chordata|KINGDOM:Animalia|UNRANKED:Biota"
"114","A649","Regulus regulus sanctaemariae","Deletion","Regulus regulus sanctaemariae Vaurie, 1954","Accepted","Regulus regulus","Vaurie, 1954","A317","Regulus regulus sanctaemariae","Remains","Accepted - Remains","SPECIES:Regulus regulus (Linnaeus, 1758)|GENUS:Regulus Cuvier, 1800|FAMILY:Regulidae Vigors, 1825|ORDER:Passeriformes|CLASS:Aves|MEGACLASS:Tetrapoda|PARVPHYLUM:Osteichthyes|INFRAPHYLUM:Gnathostomata|SUBPHYLUM:Vertebrata|PHYLUM:Chordata|KINGDOM:Animalia|UNRANKED:Biota"
"115","A650","Regulus regulus inermis","Deletion","Regulus regulus inermis Murphy & Chapin, 1929","Accepted","not available","not available","not found in Natura2000 List","not available","not available","Accepted - not available","not available"
"116","A651","Regulus regulus azoricus","Deletion","Regulus regulus azoricus Seebohm, 1883","Accepted","Regulus regulus","Seebohm, 1883","A317","Regulus regulus azoricus","Remains","Accepted - Remains","SPECIES:Regulus regulus (Linnaeus, 1758)|GENUS:Regulus Cuvier, 1800|FAMILY:Regulidae Vigors, 1825|ORDER:Passeriformes|CLASS:Aves|MEGACLASS:Tetrapoda|PARVPHYLUM:Osteichthyes|INFRAPHYLUM:Gnathostomata|SUBPHYLUM:Vertebrata|PHYLUM:Chordata|KINGDOM:Animalia|UNRANKED:Biota"
"117","A655","Lanius excubitor meridionalis","Deletion","","Unresolved","not available","not available","not found in Natura2000 List","not available","not available","Unresolved - not available","not available"
"118","A656","Parus ater","Deletion","","Unresolved","not available","not available","not found in Natura2000 List","not available","not available","Unresolved - not available","not available"
"119","A657","Fringilla coelebs","Deletion","Fringilla coelebs Linnaeus, 1758","Accepted","Fringilla coelebs","Linnaeus, 1758","A359","Fringilla coelebs","Remains","Accepted - Remains","GENUS:Fringilla Linnaeus, 1758|FAMILY:Fringillidae Leach, 1820|ORDER:Passeriformes|CLASS:Aves|MEGACLASS:Tetrapoda|PARVPHYLUM:Osteichthyes|INFRAPHYLUM:Gnathostomata|SUBPHYLUM:Vertebrata|PHYLUM:Chordata|KINGDOM:Animalia|UNRANKED:Biota"
"120","A658","Dendrocopos major","Deletion","Dendrocopos major (Linnaeus, 1758)","Accepted","Dendrocopos major","(Linnaeus, 1758)","A237","Dendrocopos major","Remains","Accepted - Remains","GENUS:Dendrocopos Koch, 1816|SUBFAMILY:Picinae|FAMILY:Picidae|ORDER:Piciformes|CLASS:Aves|MEGACLASS:Tetrapoda|PARVPHYLUM:Osteichthyes|INFRAPHYLUM:Gnathostomata|SUBPHYLUM:Vertebrata|PHYLUM:Chordata|KINGDOM:Animalia|UNRANKED:Biota"
"121","A659","Tetrao urogallus","Deletion","Tetrao urogallus Linnaeus, 1758","Accepted","Tetrao urogallus","Linnaeus, 1758","A108","Tetrao urogallus","Remains","Accepted - Remains","GENUS:Tetrao Linnaeus, 1758|FAMILY:Phasianidae|ORDER:Galliformes|CLASS:Aves|MEGACLASS:Tetrapoda|PARVPHYLUM:Osteichthyes|INFRAPHYLUM:Gnathostomata|SUBPHYLUM:Vertebrata|PHYLUM:Chordata|KINGDOM:Animalia|UNRANKED:Biota"
"122","A664","Larus fuscus graellsii","Deletion","Larus fuscus graellsii A. E. Brehm, 1857","Accepted","not available","not available","not found in Natura2000 List","not available","not available","Accepted - not available","not available"
"123","A668","Charadrius leschenaultii columbinus","Deletion","Charadrius leschenaultii columbinus Wagler, 1829","Accepted","Charadrius leschenaultii","Wagler, 1829","A516","Charadrius leschenaultii columbinus","Remains","Accepted - Remains","SPECIES:Charadrius leschenaultii R. Lesson, 1826|GENUS:Charadrius Linnaeus, 1758|FAMILY:Charadriidae Leach, 1820|ORDER:Charadriiformes|CLASS:Aves|MEGACLASS:Tetrapoda|PARVPHYLUM:Osteichthyes|INFRAPHYLUM:Gnathostomata|SUBPHYLUM:Vertebrata|PHYLUM:Chordata|KINGDOM:Animalia|UNRANKED:Biota"
"124","A676","Troglodytes troglodytes","Deletion","Troglodytes troglodytes (Linnaeus, 1758)","Accepted","Troglodytes troglodytes","(Linnaeus, 1758)","A265","Troglodytes troglodytes","Remains","Accepted - Remains","GENUS:Troglodytes Vieillot, 1809|FAMILY:Troglodytidae Swainson, 1832|ORDER:Passeriformes|CLASS:Aves|MEGACLASS:Tetrapoda|PARVPHYLUM:Osteichthyes|INFRAPHYLUM:Gnathostomata|SUBPHYLUM:Vertebrata|PHYLUM:Chordata|KINGDOM:Animalia|UNRANKED:Biota"
"125","A681","Carduelis cabaret","Deletion","Acanthis flammea cabaret (P. L. Statius Müller, 1776)","Synonym","Acanthis flammea","(P. L. Statius Müller, 1776)","A474","Acanthis flammea cabaret","Addition","Synonym - Addition","SUBSPECIES:Acanthis flammea cabaret (P. L. Statius Müller, 1776)|SPECIES:Acanthis flammea (Linnaeus, 1758)|GENUS:Acanthis von Borkhausen, 1797|FAMILY:Fringillidae Leach, 1820|ORDER:Passeriformes|CLASS:Aves|MEGACLASS:Tetrapoda|PARVPHYLUM:Osteichthyes|INFRAPHYLUM:Gnathostomata|SUBPHYLUM:Vertebrata|PHYLUM:Chordata|KINGDOM:Animalia|UNRANKED:Biota"
"126","6088","Ablepharus kitaibelii fitzingeri","Deletion","Ablepharus kitaibelii fitzingeri Mertens, 1952","Accepted","Ablepharus kitaibelii","Mertens, 1952","1276","Ablepharus kitaibelii fitzingeri","Remains","Accepted - Remains","SPECIES:Ablepharus kitaibelii Bibron & Bory de Saint-Vincent, 1833|GENUS:Ablepharus|SUBFAMILY:Eugongylinae|FAMILY:Scincidae|SUPERFAMILY:Scincomorpha|ORDER:Squamata|MEGACLASS:Tetrapoda|PARVPHYLUM:Osteichthyes|INFRAPHYLUM:Gnathostomata|SUBPHYLUM:Vertebrata|PHYLUM:Chordata|KINGDOM:Animalia|UNRANKED:Biota"
"127","2497","Abramis ballerus","Deletion","Ballerus ballerus (Linnaeus, 1758)","Synonym","not available","not available","not found in Natura2000 List","not available","not available","Synonym - not available","not available"
"128","5924","Abramis bjoerkna","Deletion","Blicca bjoerkna (Linnaeus, 1758)","Synonym","not available","not available","not found in Natura2000 List","not available","not available","Synonym - not available","not available"
"129","5534","Abramis brama","Deletion","Abramis brama (Linnaeus, 1758)","Accepted","not available","not available","not found in Natura2000 List","not available","not available","Accepted - not available","not available"
"130","2498","Abramis sapa","Deletion","Ballerus sapa (Pallas, 1814)","Synonym","not available","not available","not found in Natura2000 List","not available","not available","Synonym - not available","not available"
"131","2436","Acanthodactylus erythrurus","Deletion","Acanthodactylus erythrurus (Schinz, 1833)","Accepted","not available","not available","not found in Natura2000 List","not available","not available","Accepted - not available","not available"
"132","6117","Acanthodactylus erythrurus belli","Deletion","Acanthodactylus erythrurus belli Gray, 1845","Accepted","not available","not available","not found in Natura2000 List","not available","not available","Accepted - not available","not available"
"133","5535","Acanthodactylus schreiberi","Deletion","Acanthodactylus schreiberi Boulenger, 1878","Accepted","not available","not available","not found in Natura2000 List","not available","not available","Accepted - not available","not available"
"134","5536","Acanthurus monroviae","Deletion","Acanthurus monroviae Steindachner, 1876","Accepted","not available","not available","not found in Natura2000 List","not available","not available","Accepted - not available","not available"
"135","5537","Acomys nesiotes","Deletion","Acomys (Acomys) nesiotes Bate, 1903","Accepted","not available","not available","not found in Natura2000 List","not available","not available","Accepted - not available","not available"
"136","6313","Aconitum napellus subsp. corsicum","Deletion","Aconitum corsicum Gáyer","Synonym","Aconitum corsicum","(Gáyer) W. Seitz","1475","Aconitum corsicum","Remains","Synonym - Remains","SPECIES:Aconitum corsicum Gáyer|GENUS:Aconitum L.|SUBFAMILY:Ranunculoideae Arn.|FAMILY:Ranunculaceae Juss.|ORDER:Ranunculales Juss. ex Bercht. & J. Presl|CLASS:Magnoliopsida|PHYLUM:Tracheophyta|KINGDOM:Plantae|UNRANKED:Biota"
"137","6170","Actias isabellae","Deletion","","Unresolved","not available","not available","not found in Natura2000 List","not available","not available","Unresolved - not available","not available"
"138","6140","Agama stellio","Deletion","","Unresolved","not available","not available","not found in Natura2000 List","not available","not available","Unresolved - not available","not available"
"139","5538","Aidablennius sphynx","Deletion","Aidablennius sphynx (Valenciennes, 1836)","Accepted","not available","not available","not found in Natura2000 List","not available","not available","Accepted - not available","not available"
"140","2500","Alburnoides bipunctatus","Deletion","Alburnoides bipunctatus (Bloch, 1782)","Accepted","not available","not available","not found in Natura2000 List","not available","not available","Accepted - not available","not available"
"141","6120","Alburnoides bipunctatus thessalicus","Deletion","Alburnoides bipunctatus (Bloch, 1782)","Misapplied","not available","not available","not found in Natura2000 List","not available","not available","Misapplied - not available","not available"
"142","5539","Alburnus alburnus","Deletion","Alburnus alburnus (Linnaeus, 1758)","Accepted","not available","not available","not found in Natura2000 List","not available","not available","Accepted - not available","not available"
"143","5982","Alburnus alburnus alborella","Deletion","Alburnus alburnus (Linnaeus, 1758)","Misapplied","not available","not available","not found in Natura2000 List","not available","not available","Misapplied - not available","not available"
