"providedScientificName","matchRemark","taxonId","acceptedTaxonId","parentTaxonId","scientificName","canonicalName","authorship","status","acceptedScientificName","classification","kingdom","phylum","class","order","family","genus"
"Carduelis flammea","","R6JF","8TTP","8TTP","Carduelis flammea (Linnaeus, 1758)","Carduelis flammea","(Linnaeus, 1758)","synonym","Acanthis flammea (Linnaeus, 1758)","SPECIES:Acanthis flammea (Linnaeus, 1758)|GENUS:Acanthis von Borkhausen, 1797|FAMILY:Fringillidae Leach, 1820|ORDER:Passeriformes|CLASS:Aves|MEGACLASS:Tetrapoda|PARVPHYLUM:Osteichthyes|INFRAPHYLUM:Gnathostomata|SUBPHYLUM:Vertebrata|PHYLUM:Chordata|KINGDOM:Animalia|UNRANKED:Biota","Animalia","Chordata","Aves","Passeriformes","Fringillidae Leach, 1820","Acanthis von Borkhausen, 1797"
"Puffinus puffinus mauretanicus","","","","","","","","","","","","","","","",""
"Oceanodroma castro","","48C43","48C43","66DS","Oceanodroma castro (Harcourt, 1851)","Oceanodroma castro","(Harcourt, 1851)","accepted","Oceanodroma castro (Harcourt, 1851)","GENUS:Oceanodroma Reichenbach, 1853|SUBFAMILY:Hydrobatinae|FAMILY:Hydrobatidae Mathews, 1912|ORDER:Procellariiformes|CLASS:Aves|MEGACLASS:Tetrapoda|PARVPHYLUM:Osteichthyes|INFRAPHYLUM:Gnathostomata|SUBPHYLUM:Vertebrata|PHYLUM:Chordata|KINGDOM:Animalia|UNRANKED:Biota","Animalia","Chordata","Aves","Procellariiformes","Hydrobatidae Mathews, 1912","Oceanodroma Reichenbach, 1853"
"Phalacrocorax pygmeus","","4FQR3","42S9H","42S9H","Phalacrocorax pygmeus (Pallas, 1773)","Phalacrocorax pygmeus","(Pallas, 1773)","synonym","Microcarbo pygmeus (Pallas, 1773)","SPECIES:Microcarbo pygmeus (Pallas, 1773)|GENUS:Microcarbo Bonaparte, 1856|FAMILY:Phalacrocoracidae Reichenbach, 1849|ORDER:Suliformes|CLASS:Aves|MEGACLASS:Tetrapoda|PARVPHYLUM:Osteichthyes|INFRAPHYLUM:Gnathostomata|SUBPHYLUM:Vertebrata|PHYLUM:Chordata|KINGDOM:Animalia|UNRANKED:Biota","Animalia","Chordata","Aves","Suliformes","Phalacrocoracidae Reichenbach, 1849","Microcarbo Bonaparte, 1856"
"Lagopus mutus pyrenaicus","","BNKQH","BNKQH","3RXRB","Lagopus muta pyrenaica E. Hartert, 1921","Lagopus muta pyrenaica","E. Hartert, 1921","accepted","Lagopus muta pyrenaica E. Hartert, 1921","SPECIES:Lagopus muta (Montin, 1781)|GENUS:Lagopus Brisson, 1760|FAMILY:Phasianidae|ORDER:Galliformes|CLASS:Aves|MEGACLASS:Tetrapoda|PARVPHYLUM:Osteichthyes|INFRAPHYLUM:Gnathostomata|SUBPHYLUM:Vertebrata|PHYLUM:Chordata|KINGDOM:Animalia|UNRANKED:Biota","Animalia","Chordata","Aves","Galliformes","Phasianidae","Lagopus Brisson, 1760"
"Lagopus mutus helveticus","","BNKQ4","BNKQ4","3RXRB","Lagopus muta helvetica (Thienemann, 1829)","Lagopus muta helvetica","(Thienemann, 1829)","accepted","Lagopus muta helvetica (Thienemann, 1829)","SPECIES:Lagopus muta (Montin, 1781)|GENUS:Lagopus Brisson, 1760|FAMILY:Phasianidae|ORDER:Galliformes|CLASS:Aves|MEGACLASS:Tetrapoda|PARVPHYLUM:Osteichthyes|INFRAPHYLUM:Gnathostomata|SUBPHYLUM:Vertebrata|PHYLUM:Chordata|KINGDOM:Animalia|UNRANKED:Biota","Animalia","Chordata","Aves","Galliformes","Phasianidae","Lagopus Brisson, 1760"
"Tetrao tetrix tetrix","","","","","","","","","","","","","","","",""
"Tetrao tetrix britannicus","","","","","","","","","","","","","","","",""
"Hoplopterus spinosus","","","","","","","","","","","","","","","",""
"Calandrella rufescens","","5X6BD","5X6BD","62J7B","Calandrella rufescens (Vieillot, 1819)","Calandrella rufescens","(Vieillot, 1819)","accepted","Calandrella rufescens (Vieillot, 1819)","GENUS:Calandrella Kaup, 1829|FAMILY:Alaudidae Vigors, 1825|ORDER:Passeriformes|CLASS:Aves|MEGACLASS:Tetrapoda|PARVPHYLUM:Osteichthyes|INFRAPHYLUM:Gnathostomata|SUBPHYLUM:Vertebrata|PHYLUM:Chordata|KINGDOM:Animalia|UNRANKED:Biota","Animalia","Chordata","Aves","Passeriformes","Alaudidae Vigors, 1825","Calandrella Kaup, 1829"
"Oenanthe leucopyga","","48X8K","48X8K","679P","Oenanthe leucopyga (C. L. Brehm, 1855)","Oenanthe leucopyga","(C. L. Brehm, 1855)","accepted","Oenanthe leucopyga (C. L. Brehm, 1855)","GENUS:Oenanthe Vieillot, 1816|FAMILY:Muscicapidae Fleming, 1822|ORDER:Passeriformes|CLASS:Aves|MEGACLASS:Tetrapoda|PARVPHYLUM:Osteichthyes|INFRAPHYLUM:Gnathostomata|SUBPHYLUM:Vertebrata|PHYLUM:Chordata|KINGDOM:Animalia|UNRANKED:Biota","Animalia","Chordata","Aves","Passeriformes","Muscicapidae Fleming, 1822","Oenanthe Vieillot, 1816"
"Parus lugubris","","","","","","","","","","","","","","","",""
"Cyanopica cyanus","","6BSQF","6BSQF","3XPS","Cyanopica cyanus (Pallas, 1776)","Cyanopica cyanus","(Pallas, 1776)","accepted","Cyanopica cyanus (Pallas, 1776)","GENUS:Cyanopica Bonaparte, 1850|FAMILY:Corvidae Leach, 1820|ORDER:Passeriformes|CLASS:Aves|MEGACLASS:Tetrapoda|PARVPHYLUM:Osteichthyes|INFRAPHYLUM:Gnathostomata|SUBPHYLUM:Vertebrata|PHYLUM:Chordata|KINGDOM:Animalia|UNRANKED:Biota","Animalia","Chordata","Aves","Passeriformes","Corvidae Leach, 1820","Cyanopica Bonaparte, 1850"
"Lagopus lagopus scoticus","","BNKPB","BNKPB","3RXR6","Lagopus lagopus scotica (Latham, 1787)","Lagopus lagopus scotica","(Latham, 1787)","accepted","Lagopus lagopus scotica (Latham, 1787)","SPECIES:Lagopus lagopus (Linnaeus, 1758)|GENUS:Lagopus Brisson, 1760|FAMILY:Phasianidae|ORDER:Galliformes|CLASS:Aves|MEGACLASS:Tetrapoda|PARVPHYLUM:Osteichthyes|INFRAPHYLUM:Gnathostomata|SUBPHYLUM:Vertebrata|PHYLUM:Chordata|KINGDOM:Animalia|UNRANKED:Biota","Animalia","Chordata","Aves","Galliformes","Phasianidae","Lagopus Brisson, 1760"
"Parus ater cypriotes","","","","","","","","","","","","","","","",""
"Pycnonotus barbatus","","4QMM4","4QMM4","75Q7","Pycnonotus barbatus (Desfontaines, 1789)","Pycnonotus barbatus","(Desfontaines, 1789)","accepted","Pycnonotus barbatus (Desfontaines, 1789)","GENUS:Pycnonotus F. Boie, 1826|FAMILY:Pycnonotidae G. R. Gray, 1840|ORDER:Passeriformes|CLASS:Aves|MEGACLASS:Tetrapoda|PARVPHYLUM:Osteichthyes|INFRAPHYLUM:Gnathostomata|SUBPHYLUM:Vertebrata|PHYLUM:Chordata|KINGDOM:Animalia|UNRANKED:Biota","Animalia","Chordata","Aves","Passeriformes","Pycnonotidae G. R. Gray, 1840","Pycnonotus F. Boie, 1826"
"Procellaria diomedea","","","","","","","","","","","","","","","",""
"Somateria spectabilis","","4Y8FV","4Y8FV","7JL9","Somateria spectabilis (Linnaeus, 1758)","Somateria spectabilis","(Linnaeus, 1758)","accepted","Somateria spectabilis (Linnaeus, 1758)","GENUS:Somateria Leach, 1819|FAMILY:Anatidae Leach, 1820|ORDER:Anseriformes|CLASS:Aves|MEGACLASS:Tetrapoda|PARVPHYLUM:Osteichthyes|INFRAPHYLUM:Gnathostomata|SUBPHYLUM:Vertebrata|PHYLUM:Chordata|KINGDOM:Animalia|UNRANKED:Biota","Animalia","Chordata","Aves","Anseriformes","Anatidae Leach, 1820","Somateria Leach, 1819"
"Accipiter gentilis strigonii","","","","","","","","","","","","","","","",""
"Aquila rapax","","FZLX","FZLX","ZHL","Aquila rapax (Temminck, 1828)","Aquila rapax","(Temminck, 1828)","accepted","Aquila rapax (Temminck, 1828)","GENUS:Aquila Brisson, 1760|FAMILY:Accipitridae Vigors, 1824|ORDER:Accipitriformes|CLASS:Aves|MEGACLASS:Tetrapoda|PARVPHYLUM:Osteichthyes|INFRAPHYLUM:Gnathostomata|SUBPHYLUM:Vertebrata|PHYLUM:Chordata|KINGDOM:Animalia|UNRANKED:Biota","Animalia","Chordata","Aves","Accipitriformes","Accipitridae Vigors, 1824","Aquila Brisson, 1760"
"Phalaropus tricolor","","4FRHT","4FRHT","6MPL","Phalaropus tricolor (Vieillot, 1819)","Phalaropus tricolor","(Vieillot, 1819)","accepted","Phalaropus tricolor (Vieillot, 1819)","GENUS:Phalaropus Brisson, 1760|FAMILY:Scolopacidae Rafinesque, 1815|ORDER:Charadriiformes|CLASS:Aves|MEGACLASS:Tetrapoda|PARVPHYLUM:Osteichthyes|INFRAPHYLUM:Gnathostomata|SUBPHYLUM:Vertebrata|PHYLUM:Chordata|KINGDOM:Animalia|UNRANKED:Biota","Animalia","Chordata","Aves","Charadriiformes","Scolopacidae Rafinesque, 1815","Phalaropus Brisson, 1760"
"Tringa cinerea","","CJKFL","5CBY8","5CBY8","Tringa cinerea (Güldenstädt, 1775)","Tringa cinerea","(Güldenstädt, 1775)","synonym","Xenus cinereus (Güldenstädt, 1775)","SPECIES:Xenus cinereus (Güldenstädt, 1775)|GENUS:Xenus Kaup, 1829|FAMILY:Scolopacidae Rafinesque, 1815|ORDER:Charadriiformes|CLASS:Aves|MEGACLASS:Tetrapoda|PARVPHYLUM:Osteichthyes|INFRAPHYLUM:Gnathostomata|SUBPHYLUM:Vertebrata|PHYLUM:Chordata|KINGDOM:Animalia|UNRANKED:Biota","Animalia","Chordata","Aves","Charadriiformes","Scolopacidae Rafinesque, 1815","Xenus Kaup, 1829"
"Ketupa zeylonensis","","3R6SM","3R6SM","584K","Ketupa zeylonensis (J. F. Gmelin, 1788)","Ketupa zeylonensis","(J. F. Gmelin, 1788)","accepted","Ketupa zeylonensis (J. F. Gmelin, 1788)","GENUS:Ketupa R. Lesson, 1830|SUBFAMILY:Striginae|FAMILY:Strigidae|ORDER:Strigiformes|CLASS:Aves|MEGACLASS:Tetrapoda|PARVPHYLUM:Osteichthyes|INFRAPHYLUM:Gnathostomata|SUBPHYLUM:Vertebrata|PHYLUM:Chordata|KINGDOM:Animalia|UNRANKED:Biota","Animalia","Chordata","Aves","Strigiformes","Strigidae","Ketupa R. Lesson, 1830"
"Otus brucei","","4B8GL","4B8GL","63HPD","Otus brucei (Hume, 1872)","Otus brucei","(Hume, 1872)","accepted","Otus brucei (Hume, 1872)","GENUS:Otus Pennant, 1769|SUBFAMILY:Striginae|FAMILY:Strigidae|ORDER:Strigiformes|CLASS:Aves|MEGACLASS:Tetrapoda|PARVPHYLUM:Osteichthyes|INFRAPHYLUM:Gnathostomata|SUBPHYLUM:Vertebrata|PHYLUM:Chordata|KINGDOM:Animalia|UNRANKED:Biota","Animalia","Chordata","Aves","Strigiformes","Strigidae","Otus Pennant, 1769"
"Melanocorypha leucoptera","","3Z8CX","3Z8CX","5NFF","Melanocorypha leucoptera (Pallas, 1811)","Melanocorypha leucoptera","(Pallas, 1811)","accepted","Melanocorypha leucoptera (Pallas, 1811)","GENUS:Melanocorypha F. Boie, 1828|FAMILY:Alaudidae Vigors, 1825|ORDER:Passeriformes|CLASS:Aves|MEGACLASS:Tetrapoda|PARVPHYLUM:Osteichthyes|INFRAPHYLUM:Gnathostomata|SUBPHYLUM:Vertebrata|PHYLUM:Chordata|KINGDOM:Animalia|UNRANKED:Biota","Animalia","Chordata","Aves","Passeriformes","Alaudidae Vigors, 1825","Melanocorypha F. Boie, 1828"
"Anthus novaeseelandiae","","67KF2","67KF2","XJ7","Anthus novaeseelandiae (Gmelin, 1789)","Anthus novaeseelandiae","(Gmelin, 1789)","accepted","Anthus novaeseelandiae (Gmelin, 1789)","GENUS:Anthus Bechstein, 1805|FAMILY:Motacillidae Horsfield, 1821|ORDER:Passeriformes|CLASS:Aves|MEGACLASS:Tetrapoda|PARVPHYLUM:Osteichthyes|INFRAPHYLUM:Gnathostomata|SUBPHYLUM:Vertebrata|PHYLUM:Chordata|KINGDOM:Animalia|UNRANKED:Biota","Animalia","Chordata","Aves","Passeriformes","Motacillidae Horsfield, 1821","Anthus Bechstein, 1805"
"Motacilla finere","","","","","","","","","","","","","","","",""
"Prunella atrogularis","","77YMF","77YMF","6Y6B","Prunella atrogularis (Brandt, 1843)","Prunella atrogularis","(Brandt, 1843)","accepted","Prunella atrogularis (Brandt, 1843)","GENUS:Prunella Vieillot, 1816|FAMILY:Prunellidae Richmond, 1908|ORDER:Passeriformes|CLASS:Aves|MEGACLASS:Tetrapoda|PARVPHYLUM:Osteichthyes|INFRAPHYLUM:Gnathostomata|SUBPHYLUM:Vertebrata|PHYLUM:Chordata|KINGDOM:Animalia|UNRANKED:Biota","Animalia","Chordata","Aves","Passeriformes","Prunellidae Richmond, 1908","Prunella Vieillot, 1816"
"Prunella montanella","","4N8CD","4N8CD","6Y6B","Prunella montanella (Pallas, 1776)","Prunella montanella","(Pallas, 1776)","accepted","Prunella montanella (Pallas, 1776)","GENUS:Prunella Vieillot, 1816|FAMILY:Prunellidae Richmond, 1908|ORDER:Passeriformes|CLASS:Aves|MEGACLASS:Tetrapoda|PARVPHYLUM:Osteichthyes|INFRAPHYLUM:Gnathostomata|SUBPHYLUM:Vertebrata|PHYLUM:Chordata|KINGDOM:Animalia|UNRANKED:Biota","Animalia","Chordata","Aves","Passeriformes","Prunellidae Richmond, 1908","Prunella Vieillot, 1816"
"Irania gutturalis","","3PXSP","3PXSP","54WJ","Irania gutturalis (Guerin-Meneville, 1843)","Irania gutturalis","(Guerin-Meneville, 1843)","accepted","Irania gutturalis (Guerin-Meneville, 1843)","GENUS:Irania Filippi, 1863|FAMILY:Muscicapidae Fleming, 1822|ORDER:Passeriformes|CLASS:Aves|MEGACLASS:Tetrapoda|PARVPHYLUM:Osteichthyes|INFRAPHYLUM:Gnathostomata|SUBPHYLUM:Vertebrata|PHYLUM:Chordata|KINGDOM:Animalia|UNRANKED:Biota","Animalia","Chordata","Aves","Passeriformes","Muscicapidae Fleming, 1822","Irania Filippi, 1863"
"Regulus teneriffae","","4RPWC","BNYNP","BNYNP","Regulus teneriffae Seebohm, 1883","Regulus teneriffae","Seebohm, 1883","synonym","Regulus regulus teneriffae Seebohm, 1883","SUBSPECIES:Regulus regulus teneriffae Seebohm, 1883|SPECIES:Regulus regulus (Linnaeus, 1758)|GENUS:Regulus Cuvier, 1800|FAMILY:Regulidae Vigors, 1825|ORDER:Passeriformes|CLASS:Aves|MEGACLASS:Tetrapoda|PARVPHYLUM:Osteichthyes|INFRAPHYLUM:Gnathostomata|SUBPHYLUM:Vertebrata|PHYLUM:Chordata|KINGDOM:Animalia|UNRANKED:Biota","Animalia","Chordata","Aves","Passeriformes","Regulidae Vigors, 1825","Regulus Cuvier, 1800"
"Parus cinctus","","75T85","4KSBX","4KSBX","Parus cinctus Boddaert, 1783","Parus cinctus","Boddaert, 1783","synonym","Poecile cinctus (Boddaert, 1783)","SPECIES:Poecile cinctus (Boddaert, 1783)|GENUS:Poecile Kaup, 1829|FAMILY:Paridae Vigors, 1825|ORDER:Passeriformes|CLASS:Aves|MEGACLASS:Tetrapoda|PARVPHYLUM:Osteichthyes|INFRAPHYLUM:Gnathostomata|SUBPHYLUM:Vertebrata|PHYLUM:Chordata|KINGDOM:Animalia|UNRANKED:Biota","Animalia","Chordata","Aves","Passeriformes","Paridae Vigors, 1825","Poecile Kaup, 1829"
"Parus cyanus","","","","","","","","","","","","","","","",""
"Sitta tephronota","","4XTSW","4XTSW","7HWK","Sitta tephronota Sharpe, 1872","Sitta tephronota","Sharpe, 1872","accepted","Sitta tephronota Sharpe, 1872","GENUS:Sitta Linnaeus, 1758|FAMILY:Sittidae Lesson, 1828|ORDER:Passeriformes|CLASS:Aves|MEGACLASS:Tetrapoda|PARVPHYLUM:Osteichthyes|INFRAPHYLUM:Gnathostomata|SUBPHYLUM:Vertebrata|PHYLUM:Chordata|KINGDOM:Animalia|UNRANKED:Biota","Animalia","Chordata","Aves","Passeriformes","Sittidae Lesson, 1828","Sitta Linnaeus, 1758"
"Carduelis hornemanni","","R6JH","8TTQ","8TTQ","Carduelis hornemanni (Holböll, 1843)","Carduelis hornemanni","(Holböll, 1843)","synonym","Acanthis hornemanni (Holböll, 1843)","SPECIES:Acanthis hornemanni (Holböll, 1843)|GENUS:Acanthis von Borkhausen, 1797|FAMILY:Fringillidae Leach, 1820|ORDER:Passeriformes|CLASS:Aves|MEGACLASS:Tetrapoda|PARVPHYLUM:Osteichthyes|INFRAPHYLUM:Gnathostomata|SUBPHYLUM:Vertebrata|PHYLUM:Chordata|KINGDOM:Animalia|UNRANKED:Biota","Animalia","Chordata","Aves","Passeriformes","Fringillidae Leach, 1820","Acanthis von Borkhausen, 1797"
"Rhodopechys githaginea","","4SHPD","NKWJ","NKWJ","Rhodopechys githaginea (M. H. K. Lichtenstein, 1823)","Rhodopechys githaginea","(M. H. K. Lichtenstein, 1823)","synonym","Bucanetes githagineus (M. H. K. Lichtenstein, 1823)","SPECIES:Bucanetes githagineus (M. H. K. Lichtenstein, 1823)|GENUS:Bucanetes Cabanis, 1851|FAMILY:Fringillidae Leach, 1820|ORDER:Passeriformes|CLASS:Aves|MEGACLASS:Tetrapoda|PARVPHYLUM:Osteichthyes|INFRAPHYLUM:Gnathostomata|SUBPHYLUM:Vertebrata|PHYLUM:Chordata|KINGDOM:Animalia|UNRANKED:Biota","Animalia","Chordata","Aves","Passeriformes","Fringillidae Leach, 1820","Bucanetes Cabanis, 1851"
"Serinus pusillus","","4WV7K","4WV7K","644MX","Serinus pusillus (Pallas, 1811)","Serinus pusillus","(Pallas, 1811)","accepted","Serinus pusillus (Pallas, 1811)","GENUS:Serinus Koch, 1816|FAMILY:Fringillidae Leach, 1820|ORDER:Passeriformes|CLASS:Aves|MEGACLASS:Tetrapoda|PARVPHYLUM:Osteichthyes|INFRAPHYLUM:Gnathostomata|SUBPHYLUM:Vertebrata|PHYLUM:Chordata|KINGDOM:Animalia|UNRANKED:Biota","Animalia","Chordata","Aves","Passeriformes","Fringillidae Leach, 1820","Serinus Koch, 1816"
"Podiceps caspicus","","","","","","","","","","","","","","","",""
"Pterodroma mollis","","4PWKW","4PWKW","642TQ","Pterodroma mollis (Gould, 1844)","Pterodroma mollis","(Gould, 1844)","accepted","Pterodroma mollis (Gould, 1844)","GENUS:Pterodroma Bonaparte, 1856|FAMILY:Procellariidae Leach, 1820|ORDER:Procellariiformes|CLASS:Aves|MEGACLASS:Tetrapoda|PARVPHYLUM:Osteichthyes|INFRAPHYLUM:Gnathostomata|SUBPHYLUM:Vertebrata|PHYLUM:Chordata|KINGDOM:Animalia|UNRANKED:Biota","Animalia","Chordata","Aves","Procellariiformes","Procellariidae Leach, 1820","Pterodroma Bonaparte, 1856"
"Botaurus lentiginosus","","MMYJ","MMYJ","3BT5","Botaurus lentiginosus (Rackett, 1813)","Botaurus lentiginosus","(Rackett, 1813)","accepted","Botaurus lentiginosus (Rackett, 1813)","GENUS:Botaurus Stephens, 1819|SUBFAMILY:Botaurinae Reichenbach, 1850|FAMILY:Ardeidae Leach, 1820|ORDER:Pelecaniformes|CLASS:Aves|MEGACLASS:Tetrapoda|PARVPHYLUM:Osteichthyes|INFRAPHYLUM:Gnathostomata|SUBPHYLUM:Vertebrata|PHYLUM:Chordata|KINGDOM:Animalia|UNRANKED:Biota","Animalia","Chordata","Aves","Pelecaniformes","Ardeidae Leach, 1820","Botaurus Stephens, 1819"
"Butorides virescens","","NZ6M","NZ6M","62HVJ","Butorides virescens (Linnaeus, 1758)","Butorides virescens","(Linnaeus, 1758)","accepted","Butorides virescens (Linnaeus, 1758)","GENUS:Butorides Blyth, 1852|SUBFAMILY:Ardeinae Leach, 1820|FAMILY:Ardeidae Leach, 1820|ORDER:Pelecaniformes|CLASS:Aves|MEGACLASS:Tetrapoda|PARVPHYLUM:Osteichthyes|INFRAPHYLUM:Gnathostomata|SUBPHYLUM:Vertebrata|PHYLUM:Chordata|KINGDOM:Animalia|UNRANKED:Biota","Animalia","Chordata","Aves","Pelecaniformes","Ardeidae Leach, 1820","Butorides Blyth, 1852"
"Alopochen aegyptiacus","","C5KM","C5KM","6294B","Alopochen aegyptiaca (Linnaeus, 1766)","Alopochen aegyptiaca","(Linnaeus, 1766)","accepted","Alopochen aegyptiaca (Linnaeus, 1766)","GENUS:Alopochen Stejneger, 1885|FAMILY:Anatidae Leach, 1820|ORDER:Anseriformes|CLASS:Aves|MEGACLASS:Tetrapoda|PARVPHYLUM:Osteichthyes|INFRAPHYLUM:Gnathostomata|SUBPHYLUM:Vertebrata|PHYLUM:Chordata|KINGDOM:Animalia|UNRANKED:Biota","Animalia","Chordata","Aves","Anseriformes","Anatidae Leach, 1820","Alopochen Stejneger, 1885"
"Haematopus moquini","","3J8XP","3J8XP","4SGR","Haematopus moquini Bonaparte, 1856","Haematopus moquini","Bonaparte, 1856","accepted","Haematopus moquini Bonaparte, 1856","GENUS:Haematopus Linnaeus, 1758|FAMILY:Haematopodidae|ORDER:Charadriiformes|CLASS:Aves|MEGACLASS:Tetrapoda|PARVPHYLUM:Osteichthyes|INFRAPHYLUM:Gnathostomata|SUBPHYLUM:Vertebrata|PHYLUM:Chordata|KINGDOM:Animalia|UNRANKED:Biota","Animalia","Chordata","Aves","Charadriiformes","Haematopodidae","Haematopus Linnaeus, 1758"
"Calidris mauri","","PK4B","PK4B","3F8J","Calidris mauri (Cabanis, 1857)","Calidris mauri","(Cabanis, 1857)","accepted","Calidris mauri (Cabanis, 1857)","GENUS:Calidris Merrem, 1804|FAMILY:Scolopacidae Rafinesque, 1815|ORDER:Charadriiformes|CLASS:Aves|MEGACLASS:Tetrapoda|PARVPHYLUM:Osteichthyes|INFRAPHYLUM:Gnathostomata|SUBPHYLUM:Vertebrata|PHYLUM:Chordata|KINGDOM:Animalia|UNRANKED:Biota","Animalia","Chordata","Aves","Charadriiformes","Scolopacidae Rafinesque, 1815","Calidris Merrem, 1804"
"Larus delawarensis","","3SBQ4","3SBQ4","62XFH","Larus delawarensis Ord, 1815","Larus delawarensis","Ord, 1815","accepted","Larus delawarensis Ord, 1815","GENUS:Larus Linnaeus, 1758|FAMILY:Laridae|ORDER:Charadriiformes|CLASS:Aves|MEGACLASS:Tetrapoda|PARVPHYLUM:Osteichthyes|INFRAPHYLUM:Gnathostomata|SUBPHYLUM:Vertebrata|PHYLUM:Chordata|KINGDOM:Animalia|UNRANKED:Biota","Animalia","Chordata","Aves","Charadriiformes","Laridae","Larus Linnaeus, 1758"
"Sterna fuscata","","6ZSD7","BNRFR","BNRFR","Sterna fuscata Linnaeus, 1766","Sterna fuscata","Linnaeus, 1766","synonym","Onychoprion fuscatus fuscatus (Linnaeus, 1766)","SUBSPECIES:Onychoprion fuscatus fuscatus (Linnaeus, 1766)|SPECIES:Onychoprion fuscatus (Linnaeus, 1766)|GENUS:Onychoprion Wagler, 1832|FAMILY:Laridae|ORDER:Charadriiformes|CLASS:Aves|MEGACLASS:Tetrapoda|PARVPHYLUM:Osteichthyes|INFRAPHYLUM:Gnathostomata|SUBPHYLUM:Vertebrata|PHYLUM:Chordata|KINGDOM:Animalia|UNRANKED:Biota","Animalia","Chordata","Aves","Charadriiformes","Laridae","Onychoprion Wagler, 1832"
"Coccyzus americanus","","5ZHNS","5ZHNS","3RNG","Coccyzus americanus (Linnaeus, 1758)","Coccyzus americanus","(Linnaeus, 1758)","accepted","Coccyzus americanus (Linnaeus, 1758)","GENUS:Coccyzus Vieillot, 1816|SUBFAMILY:Phaenicophaeinae|FAMILY:Cuculidae|ORDER:Cuculiformes|CLASS:Aves|MEGACLASS:Tetrapoda|PARVPHYLUM:Osteichthyes|INFRAPHYLUM:Gnathostomata|SUBPHYLUM:Vertebrata|PHYLUM:Chordata|KINGDOM:Animalia|UNRANKED:Biota","Animalia","Chordata","Aves","Cuculiformes","Cuculidae","Coccyzus Vieillot, 1816"
"Galerida malabarica","","3F4BL","3F4BL","62SST","Galerida malabarica (Scopoli, 1786)","Galerida malabarica","(Scopoli, 1786)","accepted","Galerida malabarica (Scopoli, 1786)","GENUS:Galerida F. Boie, 1828|FAMILY:Alaudidae Vigors, 1825|ORDER:Passeriformes|CLASS:Aves|MEGACLASS:Tetrapoda|PARVPHYLUM:Osteichthyes|INFRAPHYLUM:Gnathostomata|SUBPHYLUM:Vertebrata|PHYLUM:Chordata|KINGDOM:Animalia|UNRANKED:Biota","Animalia","Chordata","Aves","Passeriformes","Alaudidae Vigors, 1825","Galerida F. Boie, 1828"
"Phoenicurus torquata","","","","","","","","","","","","","","","",""
"Estrilda astrild","","3BKGN","3BKGN","633F5","Estrilda astrild (Linnaeus, 1758)","Estrilda astrild","(Linnaeus, 1758)","accepted","Estrilda astrild (Linnaeus, 1758)","GENUS:Estrilda Swainson, 1827|FAMILY:Estrildidae Bonaparte, 1850|ORDER:Passeriformes|CLASS:Aves|MEGACLASS:Tetrapoda|PARVPHYLUM:Osteichthyes|INFRAPHYLUM:Gnathostomata|SUBPHYLUM:Vertebrata|PHYLUM:Chordata|KINGDOM:Animalia|UNRANKED:Biota","Animalia","Chordata","Aves","Passeriformes","Estrildidae Bonaparte, 1850","Estrilda Swainson, 1827"
"Sterna bengalensis","","6ZSC3","BP4TX","BP4TX","Sterna bengalensis R. Lesson, 1831","Sterna bengalensis","R. Lesson, 1831","synonym","Thalasseus bengalensis bengalensis (R. Lesson, 1831)","SUBSPECIES:Thalasseus bengalensis bengalensis (R. Lesson, 1831)|SPECIES:Thalasseus bengalensis (R. Lesson, 1831)|GENUS:Thalasseus F. Boie, 1822|FAMILY:Laridae|ORDER:Charadriiformes|CLASS:Aves|MEGACLASS:Tetrapoda|PARVPHYLUM:Osteichthyes|INFRAPHYLUM:Gnathostomata|SUBPHYLUM:Vertebrata|PHYLUM:Chordata|KINGDOM:Animalia|UNRANKED:Biota","Animalia","Chordata","Aves","Charadriiformes","Laridae","Thalasseus F. Boie, 1822"
"Chettusia gregaria","","","","","","","","","","","","","","","",""
"Luscinia svecica namnetum","","BNM8Y","BNM8Y","3WFWC","Luscinia svecica namnetum Mayaud, 1934","Luscinia svecica namnetum","Mayaud, 1934","accepted","Luscinia svecica namnetum Mayaud, 1934","SPECIES:Luscinia svecica (Linnaeus, 1758)|GENUS:Luscinia T. Forster, 1817|FAMILY:Muscicapidae Fleming, 1822|ORDER:Passeriformes|CLASS:Aves|MEGACLASS:Tetrapoda|PARVPHYLUM:Osteichthyes|INFRAPHYLUM:Gnathostomata|SUBPHYLUM:Vertebrata|PHYLUM:Chordata|KINGDOM:Animalia|UNRANKED:Biota","Animalia","Chordata","Aves","Passeriformes","Muscicapidae Fleming, 1822","Luscinia T. Forster, 1817"
"Chettusia leucura","","","","","","","","","","","","","","","",""
"Glareola pratincola pratincola","","BNGV3","BNGV3","3G5XG","Glareola pratincola pratincola (Linnaeus, 1766)","Glareola pratincola pratincola","(Linnaeus, 1766)","accepted","Glareola pratincola pratincola (Linnaeus, 1766)","SPECIES:Glareola pratincola (Linnaeus, 1766)|GENUS:Glareola Brisson, 1760|FAMILY:Glareolidae Brehm, 1831|ORDER:Charadriiformes|CLASS:Aves|MEGACLASS:Tetrapoda|PARVPHYLUM:Osteichthyes|INFRAPHYLUM:Gnathostomata|SUBPHYLUM:Vertebrata|PHYLUM:Chordata|KINGDOM:Animalia|UNRANKED:Biota","Animalia","Chordata","Aves","Charadriiformes","Glareolidae Brehm, 1831","Glareola Brisson, 1760"
